I0723 03:32:00.727203       1 cache_metrics.go:337] Cannot find num_requests_running in the metric list, engine type xllm
I0723 03:32:40.263264       1 cache_metrics.go:209] Cannot find iteration_tokens_total in the pod metrics
I0723 03:32:40.263267       1 cache_metrics.go:337] Cannot find time_to_first_token_seconds in the metric list, engine type xllm
I0723 03:32:40.263269       1 cache_metrics.go:209] Cannot find time_to_first_token_seconds in the pod metrics
I0723 03:32:40.263271       1 cache_metrics.go:337] Cannot find time_per_output_token_seconds in the metric list, engine type xllm
I0723 03:32:40.263273       1 cache_metrics.go:209] Cannot find time_per_output_token_seconds in the pod metrics
I0723 03:32:40.263276       1 cache_metrics.go:337] Cannot find e2e_request_latency_seconds in the metric list, engine type xllm
I0723 03:32:40.263278       1 cache_metrics.go:209] Cannot find e2e_request_latency_seconds in the pod metrics
I0723 03:32:40.263280       1 cache_metrics.go:337] Cannot find request_queue_time_seconds in the metric list, engine type xllm
I0723 03:32:40.263283       1 cache_metrics.go:209] Cannot find request_queue_time_seconds in the pod metrics
I0723 03:32:40.263287       1 cache_metrics.go:337] Cannot find request_inference_time_seconds in the metric list, engine type xllm
I0723 03:32:40.263289       1 cache_metrics.go:209] Cannot find request_inference_time_seconds in the pod metrics
I0723 03:32:40.263292       1 cache_metrics.go:337] Cannot find request_decode_time_seconds in the metric list, engine type xllm
I0723 03:32:40.263295       1 cache_metrics.go:209] Cannot find request_decode_time_seconds in the pod metrics
I0723 03:32:40.263297       1 cache_metrics.go:337] Cannot find request_prefill_time_seconds in the metric list, engine type xllm
I0723 03:32:40.263299       1 cache_metrics.go:209] Cannot find request_prefill_time_seconds in the pod metrics
I0723 03:32:40.263303       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:40.263305       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:40.263308       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:40.263310       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:40.263312       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:40.263314       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:40.263319       1 cache_metrics.go:154] "Prometheus api is not initialized, PROMETHEUS_ENDPOINT is not configured, skip fetching prometheus metrics"
I0723 03:32:40.263403       1 cache_log.go:37] pod: deepseek-r1-f46d77457-bbzh6, podIP: 192.168.0.5, models: deepseek-r1
I0723 03:32:40.263414       1 cache_log.go:39] deepseek-r1-f46d77457-bbzh6_realtime_num_requests_running_&{0}
I0723 03:32:40.263417       1 cache_log.go:37] pod: deepseek-r1-f46d77457-pqk8c, podIP: 192.168.0.4, models: deepseek-r1
I0723 03:32:40.263422       1 cache_log.go:54] model: deepseek-r1, pods: deepseek-r1-f46d77457-bbzh6 deepseek-r1-f46d77457-pqk8c 
I0723 03:32:40.263425       1 cache_log.go:37] pod: deepseek-r1-f46d77457-bbzh6, podIP: 192.168.0.5, models: deepseek-r1
I0723 03:32:40.263428       1 cache_log.go:39] deepseek-r1-f46d77457-bbzh6_realtime_num_requests_running_&{0}
I0723 03:32:40.263431       1 cache_log.go:37] pod: deepseek-r1-f46d77457-pqk8c, podIP: 192.168.0.4, models: deepseek-r1
I0723 03:32:40.263434       1 cache_log.go:54] model: deepseek-r1, pods: deepseek-r1-f46d77457-bbzh6 deepseek-r1-f46d77457-pqk8c 
I0723 03:32:40.649271       1 cache_metrics.go:337] Cannot find num_requests_running in the metric list, engine type xllm
I0723 03:32:40.649308       1 cache_metrics.go:175] Cannot find num_requests_running in the pod metrics
I0723 03:32:40.649313       1 cache_metrics.go:337] Cannot find num_requests_waiting in the metric list, engine type xllm
I0723 03:32:40.649316       1 cache_metrics.go:175] Cannot find num_requests_waiting in the pod metrics
I0723 03:32:40.649320       1 cache_metrics.go:337] Cannot find num_requests_swapped in the metric list, engine type xllm
I0723 03:32:40.649323       1 cache_metrics.go:175] Cannot find num_requests_swapped in the pod metrics
I0723 03:32:40.649326       1 cache_metrics.go:337] Cannot find avg_prompt_throughput_toks_per_s in the metric list, engine type xllm
I0723 03:32:40.649329       1 cache_metrics.go:175] Cannot find avg_prompt_throughput_toks_per_s in the pod metrics
I0723 03:32:40.649333       1 cache_metrics.go:337] Cannot find avg_generation_throughput_toks_per_s in the metric list, engine type xllm
I0723 03:32:40.649335       1 cache_metrics.go:175] Cannot find avg_generation_throughput_toks_per_s in the pod metrics
I0723 03:32:40.649344       1 cache_metrics.go:190] Failed to update metrics gpu_cache_usage_perc from pod deepseek-r1-f46d77457-bbzh6 192.168.0.5 8080: modelName should not be empty for scope PodModel
I0723 03:32:40.649351       1 cache_metrics.go:337] Cannot find cpu_cache_usage_perc in the metric list, engine type xllm
I0723 03:32:40.649354       1 cache_metrics.go:175] Cannot find cpu_cache_usage_perc in the pod metrics
I0723 03:32:40.649359       1 cache_metrics.go:190] Failed to update metrics gpu_busy_time_ratio from pod deepseek-r1-f46d77457-bbzh6 192.168.0.5 8080: modelName should not be empty for scope PodModel
I0723 03:32:40.649363       1 cache_metrics.go:337] Cannot find iteration_tokens_total in the metric list, engine type xllm
I0723 03:32:40.649367       1 cache_metrics.go:209] Cannot find iteration_tokens_total in the pod metrics
I0723 03:32:40.649371       1 cache_metrics.go:337] Cannot find time_to_first_token_seconds in the metric list, engine type xllm
I0723 03:32:40.649374       1 cache_metrics.go:209] Cannot find time_to_first_token_seconds in the pod metrics
I0723 03:32:40.649379       1 cache_metrics.go:337] Cannot find time_per_output_token_seconds in the metric list, engine type xllm
I0723 03:32:40.649382       1 cache_metrics.go:209] Cannot find time_per_output_token_seconds in the pod metrics
I0723 03:32:40.649385       1 cache_metrics.go:337] Cannot find e2e_request_latency_seconds in the metric list, engine type xllm
I0723 03:32:40.649388       1 cache_metrics.go:209] Cannot find e2e_request_latency_seconds in the pod metrics
I0723 03:32:40.649391       1 cache_metrics.go:337] Cannot find request_queue_time_seconds in the metric list, engine type xllm
I0723 03:32:40.649394       1 cache_metrics.go:209] Cannot find request_queue_time_seconds in the pod metrics
I0723 03:32:40.649398       1 cache_metrics.go:337] Cannot find request_inference_time_seconds in the metric list, engine type xllm
I0723 03:32:40.649400       1 cache_metrics.go:209] Cannot find request_inference_time_seconds in the pod metrics
I0723 03:32:40.649404       1 cache_metrics.go:337] Cannot find request_decode_time_seconds in the metric list, engine type xllm
I0723 03:32:40.649407       1 cache_metrics.go:209] Cannot find request_decode_time_seconds in the pod metrics
I0723 03:32:40.649410       1 cache_metrics.go:337] Cannot find request_prefill_time_seconds in the metric list, engine type xllm
I0723 03:32:40.649413       1 cache_metrics.go:209] Cannot find request_prefill_time_seconds in the pod metrics
I0723 03:32:40.649418       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:40.649423       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:40.649425       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:40.649429       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:40.649432       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:40.649436       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:40.649442       1 cache_metrics.go:154] "Prometheus api is not initialized, PROMETHEUS_ENDPOINT is not configured, skip fetching prometheus metrics"
I0723 03:32:40.781112       1 cache_metrics.go:337] Cannot find num_requests_running in the metric list, engine type xllm
I0723 03:32:40.781126       1 cache_metrics.go:175] Cannot find num_requests_running in the pod metrics
I0723 03:32:40.781130       1 cache_metrics.go:337] Cannot find num_requests_waiting in the metric list, engine type xllm
I0723 03:32:40.781133       1 cache_metrics.go:175] Cannot find num_requests_waiting in the pod metrics
I0723 03:32:40.781136       1 cache_metrics.go:337] Cannot find num_requests_swapped in the metric list, engine type xllm
I0723 03:32:40.781139       1 cache_metrics.go:175] Cannot find num_requests_swapped in the pod metrics
I0723 03:32:40.781143       1 cache_metrics.go:337] Cannot find avg_prompt_throughput_toks_per_s in the metric list, engine type xllm
I0723 03:32:40.781146       1 cache_metrics.go:175] Cannot find avg_prompt_throughput_toks_per_s in the pod metrics
I0723 03:32:40.781150       1 cache_metrics.go:337] Cannot find avg_generation_throughput_toks_per_s in the metric list, engine type xllm
I0723 03:32:40.781152       1 cache_metrics.go:175] Cannot find avg_generation_throughput_toks_per_s in the pod metrics
I0723 03:32:40.781159       1 cache_metrics.go:190] Failed to update metrics gpu_cache_usage_perc from pod deepseek-r1-f46d77457-bbzh6 192.168.0.5 8080: modelName should not be empty for scope PodModel
I0723 03:32:40.781164       1 cache_metrics.go:337] Cannot find cpu_cache_usage_perc in the metric list, engine type xllm
I0723 03:32:40.781167       1 cache_metrics.go:175] Cannot find cpu_cache_usage_perc in the pod metrics
I0723 03:32:40.781171       1 cache_metrics.go:190] Failed to update metrics gpu_busy_time_ratio from pod deepseek-r1-f46d77457-bbzh6 192.168.0.5 8080: modelName should not be empty for scope PodModel
I0723 03:32:40.781176       1 cache_metrics.go:337] Cannot find iteration_tokens_total in the metric list, engine type xllm
I0723 03:32:40.781179       1 cache_metrics.go:209] Cannot find iteration_tokens_total in the pod metrics
I0723 03:32:40.781182       1 cache_metrics.go:337] Cannot find time_to_first_token_seconds in the metric list, engine type xllm
I0723 03:32:40.781186       1 cache_metrics.go:209] Cannot find time_to_first_token_seconds in the pod metrics
I0723 03:32:40.781189       1 cache_metrics.go:337] Cannot find time_per_output_token_seconds in the metric list, engine type xllm
I0723 03:32:40.781192       1 cache_metrics.go:209] Cannot find time_per_output_token_seconds in the pod metrics
I0723 03:32:40.781195       1 cache_metrics.go:337] Cannot find e2e_request_latency_seconds in the metric list, engine type xllm
I0723 03:32:40.781199       1 cache_metrics.go:209] Cannot find e2e_request_latency_seconds in the pod metrics
I0723 03:32:40.781201       1 cache_metrics.go:337] Cannot find request_queue_time_seconds in the metric list, engine type xllm
I0723 03:32:40.781203       1 cache_metrics.go:209] Cannot find request_queue_time_seconds in the pod metrics
I0723 03:32:40.781206       1 cache_metrics.go:337] Cannot find request_inference_time_seconds in the metric list, engine type xllm
I0723 03:32:40.781209       1 cache_metrics.go:209] Cannot find request_inference_time_seconds in the pod metrics
I0723 03:32:40.781212       1 cache_metrics.go:337] Cannot find request_decode_time_seconds in the metric list, engine type xllm
I0723 03:32:40.781215       1 cache_metrics.go:209] Cannot find request_decode_time_seconds in the pod metrics
I0723 03:32:40.781219       1 cache_metrics.go:337] Cannot find request_prefill_time_seconds in the metric list, engine type xllm
I0723 03:32:40.781221       1 cache_metrics.go:209] Cannot find request_prefill_time_seconds in the pod metrics
I0723 03:32:40.781226       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:40.781231       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:40.781234       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:40.781237       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:40.781242       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:40.781245       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:40.781251       1 cache_metrics.go:154] "Prometheus api is not initialized, PROMETHEUS_ENDPOINT is not configured, skip fetching prometheus metrics"
I0723 03:32:40.781351       1 cache_log.go:37] pod: deepseek-r1-f46d77457-bbzh6, podIP: 192.168.0.5, models: deepseek-r1
I0723 03:32:40.781375       1 cache_log.go:39] deepseek-r1-f46d77457-bbzh6_realtime_num_requests_running_&{0}
I0723 03:32:40.781395       1 cache_log.go:37] pod: deepseek-r1-f46d77457-pqk8c, podIP: 192.168.0.4, models: deepseek-r1
I0723 03:32:40.781400       1 cache_log.go:54] model: deepseek-r1, pods: deepseek-r1-f46d77457-bbzh6 deepseek-r1-f46d77457-pqk8c 
I0723 03:32:40.781405       1 cache_log.go:37] pod: deepseek-r1-f46d77457-bbzh6, podIP: 192.168.0.5, models: deepseek-r1
I0723 03:32:40.781408       1 cache_log.go:39] deepseek-r1-f46d77457-bbzh6_realtime_num_requests_running_&{0}
I0723 03:32:40.781411       1 cache_log.go:37] pod: deepseek-r1-f46d77457-pqk8c, podIP: 192.168.0.4, models: deepseek-r1
I0723 03:32:40.781414       1 cache_log.go:54] model: deepseek-r1, pods: deepseek-r1-f46d77457-bbzh6 deepseek-r1-f46d77457-pqk8c 
I0723 03:32:41.051446       1 cache_metrics.go:337] Cannot find num_requests_running in the metric list, engine type xllm
I0723 03:32:41.051482       1 cache_metrics.go:175] Cannot find num_requests_running in the pod metrics
I0723 03:32:41.051487       1 cache_metrics.go:337] Cannot find num_requests_waiting in the metric list, engine type xllm
I0723 03:32:41.051491       1 cache_metrics.go:175] Cannot find num_requests_waiting in the pod metrics
I0723 03:32:41.051494       1 cache_metrics.go:337] Cannot find num_requests_swapped in the metric list, engine type xllm
I0723 03:32:41.051497       1 cache_metrics.go:175] Cannot find num_requests_swapped in the pod metrics
I0723 03:32:41.051499       1 cache_metrics.go:337] Cannot find avg_prompt_throughput_toks_per_s in the metric list, engine type xllm
I0723 03:32:41.051504       1 cache_metrics.go:175] Cannot find avg_prompt_throughput_toks_per_s in the pod metrics
I0723 03:32:41.051509       1 cache_metrics.go:337] Cannot find avg_generation_throughput_toks_per_s in the metric list, engine type xllm
I0723 03:32:41.051513       1 cache_metrics.go:175] Cannot find avg_generation_throughput_toks_per_s in the pod metrics
I0723 03:32:41.051521       1 cache_metrics.go:190] Failed to update metrics gpu_cache_usage_perc from pod deepseek-r1-f46d77457-pqk8c 192.168.0.4 8080: modelName should not be empty for scope PodModel
I0723 03:32:41.051528       1 cache_metrics.go:337] Cannot find cpu_cache_usage_perc in the metric list, engine type xllm
I0723 03:32:41.051531       1 cache_metrics.go:175] Cannot find cpu_cache_usage_perc in the pod metrics
I0723 03:32:41.051536       1 cache_metrics.go:190] Failed to update metrics gpu_busy_time_ratio from pod deepseek-r1-f46d77457-pqk8c 192.168.0.4 8080: modelName should not be empty for scope PodModel
I0723 03:32:41.051541       1 cache_metrics.go:337] Cannot find iteration_tokens_total in the metric list, engine type xllm
I0723 03:32:41.051543       1 cache_metrics.go:209] Cannot find iteration_tokens_total in the pod metrics
I0723 03:32:41.051546       1 cache_metrics.go:337] Cannot find time_to_first_token_seconds in the metric list, engine type xllm
I0723 03:32:41.051549       1 cache_metrics.go:209] Cannot find time_to_first_token_seconds in the pod metrics
I0723 03:32:41.051553       1 cache_metrics.go:337] Cannot find time_per_output_token_seconds in the metric list, engine type xllm
I0723 03:32:41.051556       1 cache_metrics.go:209] Cannot find time_per_output_token_seconds in the pod metrics
I0723 03:32:41.051560       1 cache_metrics.go:337] Cannot find e2e_request_latency_seconds in the metric list, engine type xllm
I0723 03:32:41.051563       1 cache_metrics.go:209] Cannot find e2e_request_latency_seconds in the pod metrics
I0723 03:32:41.051566       1 cache_metrics.go:337] Cannot find request_queue_time_seconds in the metric list, engine type xllm
I0723 03:32:41.051568       1 cache_metrics.go:209] Cannot find request_queue_time_seconds in the pod metrics
I0723 03:32:41.051571       1 cache_metrics.go:337] Cannot find request_inference_time_seconds in the metric list, engine type xllm
I0723 03:32:41.051574       1 cache_metrics.go:209] Cannot find request_inference_time_seconds in the pod metrics
I0723 03:32:41.051577       1 cache_metrics.go:337] Cannot find request_decode_time_seconds in the metric list, engine type xllm
I0723 03:32:41.051580       1 cache_metrics.go:209] Cannot find request_decode_time_seconds in the pod metrics
I0723 03:32:41.051583       1 cache_metrics.go:337] Cannot find request_prefill_time_seconds in the metric list, engine type xllm
I0723 03:32:41.051586       1 cache_metrics.go:209] Cannot find request_prefill_time_seconds in the pod metrics
I0723 03:32:41.051590       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:41.051594       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:41.051597       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:41.051600       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:41.051603       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:41.051605       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:41.051612       1 cache_metrics.go:154] "Prometheus api is not initialized, PROMETHEUS_ENDPOINT is not configured, skip fetching prometheus metrics"
I0723 03:32:41.054787       1 cache_metrics.go:337] Cannot find num_requests_running in the metric list, engine type xllm
I0723 03:32:41.054806       1 cache_metrics.go:175] Cannot find num_requests_running in the pod metrics
I0723 03:32:41.054811       1 cache_metrics.go:337] Cannot find num_requests_waiting in the metric list, engine type xllm
I0723 03:32:41.054814       1 cache_metrics.go:175] Cannot find num_requests_waiting in the pod metrics
I0723 03:32:41.054817       1 cache_metrics.go:337] Cannot find num_requests_swapped in the metric list, engine type xllm
I0723 03:32:41.054819       1 cache_metrics.go:175] Cannot find num_requests_swapped in the pod metrics
I0723 03:32:41.054823       1 cache_metrics.go:337] Cannot find avg_prompt_throughput_toks_per_s in the metric list, engine type xllm
I0723 03:32:41.054829       1 cache_metrics.go:175] Cannot find avg_prompt_throughput_toks_per_s in the pod metrics
I0723 03:32:41.054832       1 cache_metrics.go:337] Cannot find avg_generation_throughput_toks_per_s in the metric list, engine type xllm
I0723 03:32:41.054835       1 cache_metrics.go:175] Cannot find avg_generation_throughput_toks_per_s in the pod metrics
I0723 03:32:41.054843       1 cache_metrics.go:190] Failed to update metrics gpu_cache_usage_perc from pod deepseek-r1-f46d77457-pqk8c 192.168.0.4 8080: modelName should not be empty for scope PodModel
I0723 03:32:41.054848       1 cache_metrics.go:337] Cannot find cpu_cache_usage_perc in the metric list, engine type xllm
I0723 03:32:41.054851       1 cache_metrics.go:175] Cannot find cpu_cache_usage_perc in the pod metrics
I0723 03:32:41.054855       1 cache_metrics.go:190] Failed to update metrics gpu_busy_time_ratio from pod deepseek-r1-f46d77457-pqk8c 192.168.0.4 8080: modelName should not be empty for scope PodModel
I0723 03:32:41.054860       1 cache_metrics.go:337] Cannot find iteration_tokens_total in the metric list, engine type xllm
I0723 03:32:41.054862       1 cache_metrics.go:209] Cannot find iteration_tokens_total in the pod metrics
I0723 03:32:41.054865       1 cache_metrics.go:337] Cannot find time_to_first_token_seconds in the metric list, engine type xllm
I0723 03:32:41.054868       1 cache_metrics.go:209] Cannot find time_to_first_token_seconds in the pod metrics
I0723 03:32:41.054871       1 cache_metrics.go:337] Cannot find time_per_output_token_seconds in the metric list, engine type xllm
I0723 03:32:41.054873       1 cache_metrics.go:209] Cannot find time_per_output_token_seconds in the pod metrics
I0723 03:32:41.054876       1 cache_metrics.go:337] Cannot find e2e_request_latency_seconds in the metric list, engine type xllm
I0723 03:32:41.054879       1 cache_metrics.go:209] Cannot find e2e_request_latency_seconds in the pod metrics
I0723 03:32:41.054883       1 cache_metrics.go:337] Cannot find request_queue_time_seconds in the metric list, engine type xllm
I0723 03:32:41.054885       1 cache_metrics.go:209] Cannot find request_queue_time_seconds in the pod metrics
I0723 03:32:41.054888       1 cache_metrics.go:337] Cannot find request_inference_time_seconds in the metric list, engine type xllm
I0723 03:32:41.054891       1 cache_metrics.go:209] Cannot find request_inference_time_seconds in the pod metrics
I0723 03:32:41.054895       1 cache_metrics.go:337] Cannot find request_decode_time_seconds in the metric list, engine type xllm
I0723 03:32:41.054899       1 cache_metrics.go:209] Cannot find request_decode_time_seconds in the pod metrics
I0723 03:32:41.054902       1 cache_metrics.go:337] Cannot find request_prefill_time_seconds in the metric list, engine type xllm
I0723 03:32:41.054905       1 cache_metrics.go:209] Cannot find request_prefill_time_seconds in the pod metrics
I0723 03:32:41.054908       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:41.054914       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:41.054919       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:41.054923       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:41.054926       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:41.054929       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:41.054935       1 cache_metrics.go:154] "Prometheus api is not initialized, PROMETHEUS_ENDPOINT is not configured, skip fetching prometheus metrics"
I0723 03:32:41.055024       1 cache_log.go:37] pod: deepseek-r1-f46d77457-bbzh6, podIP: 192.168.0.5, models: deepseek-r1
I0723 03:32:41.055031       1 cache_log.go:39] deepseek-r1-f46d77457-bbzh6_realtime_num_requests_running_&{0}
I0723 03:32:41.055055       1 cache_log.go:37] pod: deepseek-r1-f46d77457-pqk8c, podIP: 192.168.0.4, models: deepseek-r1
I0723 03:32:41.055061       1 cache_log.go:54] model: deepseek-r1, pods: deepseek-r1-f46d77457-bbzh6 deepseek-r1-f46d77457-pqk8c 
I0723 03:32:41.055065       1 cache_log.go:37] pod: deepseek-r1-f46d77457-bbzh6, podIP: 192.168.0.5, models: deepseek-r1
I0723 03:32:41.055068       1 cache_log.go:39] deepseek-r1-f46d77457-bbzh6_realtime_num_requests_running_&{0}
I0723 03:32:41.055073       1 cache_log.go:37] pod: deepseek-r1-f46d77457-pqk8c, podIP: 192.168.0.4, models: deepseek-r1
I0723 03:32:41.055078       1 cache_log.go:54] model: deepseek-r1, pods: deepseek-r1-f46d77457-bbzh6 deepseek-r1-f46d77457-pqk8c 
I0723 03:32:41.055148       1 cache_metrics.go:337] Cannot find num_requests_running in the metric list, engine type xllm
I0723 03:32:41.055167       1 cache_metrics.go:175] Cannot find num_requests_running in the pod metrics
I0723 03:32:41.055171       1 cache_metrics.go:337] Cannot find num_requests_waiting in the metric list, engine type xllm
I0723 03:32:41.055174       1 cache_metrics.go:175] Cannot find num_requests_waiting in the pod metrics
I0723 03:32:41.055177       1 cache_metrics.go:337] Cannot find num_requests_swapped in the metric list, engine type xllm
I0723 03:32:41.055179       1 cache_metrics.go:175] Cannot find num_requests_swapped in the pod metrics
I0723 03:32:41.055183       1 cache_metrics.go:337] Cannot find avg_prompt_throughput_toks_per_s in the metric list, engine type xllm
I0723 03:32:41.055188       1 cache_metrics.go:175] Cannot find avg_prompt_throughput_toks_per_s in the pod metrics
I0723 03:32:41.055191       1 cache_metrics.go:337] Cannot find avg_generation_throughput_toks_per_s in the metric list, engine type xllm
I0723 03:32:41.055193       1 cache_metrics.go:175] Cannot find avg_generation_throughput_toks_per_s in the pod metrics
I0723 03:32:41.055200       1 cache_metrics.go:190] Failed to update metrics gpu_cache_usage_perc from pod deepseek-r1-f46d77457-pqk8c 192.168.0.4 8080: modelName should not be empty for scope PodModel
I0723 03:32:41.055204       1 cache_metrics.go:337] Cannot find cpu_cache_usage_perc in the metric list, engine type xllm
I0723 03:32:41.055206       1 cache_metrics.go:175] Cannot find cpu_cache_usage_perc in the pod metrics
I0723 03:32:41.055210       1 cache_metrics.go:190] Failed to update metrics gpu_busy_time_ratio from pod deepseek-r1-f46d77457-pqk8c 192.168.0.4 8080: modelName should not be empty for scope PodModel
I0723 03:32:41.055215       1 cache_metrics.go:337] Cannot find iteration_tokens_total in the metric list, engine type xllm
I0723 03:32:41.055217       1 cache_metrics.go:209] Cannot find iteration_tokens_total in the pod metrics
I0723 03:32:41.055220       1 cache_metrics.go:337] Cannot find time_to_first_token_seconds in the metric list, engine type xllm
I0723 03:32:41.055223       1 cache_metrics.go:209] Cannot find time_to_first_token_seconds in the pod metrics
I0723 03:32:41.055226       1 cache_metrics.go:337] Cannot find time_per_output_token_seconds in the metric list, engine type xllm
I0723 03:32:41.055228       1 cache_metrics.go:209] Cannot find time_per_output_token_seconds in the pod metrics
I0723 03:32:41.055230       1 cache_metrics.go:337] Cannot find e2e_request_latency_seconds in the metric list, engine type xllm
I0723 03:32:41.055234       1 cache_metrics.go:209] Cannot find e2e_request_latency_seconds in the pod metrics
I0723 03:32:41.055237       1 cache_metrics.go:337] Cannot find request_queue_time_seconds in the metric list, engine type xllm
I0723 03:32:41.055239       1 cache_metrics.go:209] Cannot find request_queue_time_seconds in the pod metrics
I0723 03:32:41.055241       1 cache_metrics.go:337] Cannot find request_inference_time_seconds in the metric list, engine type xllm
I0723 03:32:41.055243       1 cache_metrics.go:209] Cannot find request_inference_time_seconds in the pod metrics
I0723 03:32:41.055245       1 cache_metrics.go:337] Cannot find request_decode_time_seconds in the metric list, engine type xllm
I0723 03:32:41.055247       1 cache_metrics.go:209] Cannot find request_decode_time_seconds in the pod metrics
I0723 03:32:41.055249       1 cache_metrics.go:337] Cannot find request_prefill_time_seconds in the metric list, engine type xllm
I0723 03:32:41.055251       1 cache_metrics.go:209] Cannot find request_prefill_time_seconds in the pod metrics
I0723 03:32:41.055254       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:41.055258       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:41.055262       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:41.055265       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:41.055267       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:41.055270       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:41.055275       1 cache_metrics.go:154] "Prometheus api is not initialized, PROMETHEUS_ENDPOINT is not configured, skip fetching prometheus metrics"
I0723 03:32:41.055304       1 cache_metrics.go:337] Cannot find num_requests_running in the metric list, engine type xllm
I0723 03:32:41.055324       1 cache_metrics.go:175] Cannot find num_requests_running in the pod metrics
I0723 03:32:41.055328       1 cache_metrics.go:337] Cannot find num_requests_waiting in the metric list, engine type xllm
I0723 03:32:41.055330       1 cache_metrics.go:175] Cannot find num_requests_waiting in the pod metrics
I0723 03:32:41.055334       1 cache_metrics.go:337] Cannot find num_requests_swapped in the metric list, engine type xllm
I0723 03:32:41.055336       1 cache_metrics.go:175] Cannot find num_requests_swapped in the pod metrics
I0723 03:32:41.055339       1 cache_metrics.go:337] Cannot find avg_prompt_throughput_toks_per_s in the metric list, engine type xllm
I0723 03:32:41.055344       1 cache_metrics.go:175] Cannot find avg_prompt_throughput_toks_per_s in the pod metrics
I0723 03:32:41.055347       1 cache_metrics.go:337] Cannot find avg_generation_throughput_toks_per_s in the metric list, engine type xllm
I0723 03:32:41.055349       1 cache_metrics.go:175] Cannot find avg_generation_throughput_toks_per_s in the pod metrics
I0723 03:32:41.055355       1 cache_metrics.go:190] Failed to update metrics gpu_cache_usage_perc from pod deepseek-r1-f46d77457-pqk8c 192.168.0.4 8080: modelName should not be empty for scope PodModel
I0723 03:32:41.055361       1 cache_metrics.go:337] Cannot find cpu_cache_usage_perc in the metric list, engine type xllm
I0723 03:32:41.055364       1 cache_metrics.go:175] Cannot find cpu_cache_usage_perc in the pod metrics
I0723 03:32:41.055368       1 cache_metrics.go:190] Failed to update metrics gpu_busy_time_ratio from pod deepseek-r1-f46d77457-pqk8c 192.168.0.4 8080: modelName should not be empty for scope PodModel
I0723 03:32:41.055372       1 cache_metrics.go:337] Cannot find iteration_tokens_total in the metric list, engine type xllm
I0723 03:32:41.055376       1 cache_metrics.go:209] Cannot find iteration_tokens_total in the pod metrics
I0723 03:32:41.055379       1 cache_metrics.go:337] Cannot find time_to_first_token_seconds in the metric list, engine type xllm
I0723 03:32:41.055381       1 cache_metrics.go:209] Cannot find time_to_first_token_seconds in the pod metrics
I0723 03:32:41.055385       1 cache_metrics.go:337] Cannot find time_per_output_token_seconds in the metric list, engine type xllm
I0723 03:32:41.055387       1 cache_metrics.go:209] Cannot find time_per_output_token_seconds in the pod metrics
